close,time,rsi,so,wr,emacd
1.87313,5/14/2021 4:15,44.09,51.86,-48.14,-0.000184464
1.86603,5/14/2021 4:20,39.9,32.84,-67.16,-0.000348845
1.85772,5/14/2021 4:25,39.05,10.58,-89.42,-0.000202255
1.86436,5/14/2021 4:30,45.28,30.62,-69.38,-0.000955778
1.85787,5/14/2021 4:35,41.52,17.26,-82.74,-0.000872111
1.84668,5/14/2021 4:40,42.76,15.52,-84.48,-0.000655498
1.86611,5/14/2021 4:45,49.7,63.8,-36.2,-0.001084394
1.85297,5/14/2021 4:50,43.62,31.76,-68.24,-0.001356122
1.87113,5/14/2021 4:55,51.88,76.05,-23.95,-0.002300624
1.85667,5/14/2021 5:00,48.32,40.78,-59.22,-0.001677784
1.85588,5/14/2021 5:05,42.29,38.85,-61.15,-0.00066086
1.85956,5/14/2021 5:10,40.86,47.83,-52.17,0.00052367
1.85943,5/14/2021 5:15,39.6,47.51,-52.49,0.001046688
1.84899,5/14/2021 5:20,42.62,22.05,-77.95,0.001122286
1.84511,5/14/2021 5:25,44.01,14.5,-85.5,0.000948378
1.84718,5/14/2021 5:30,42.15,30.79,-69.21,0.00110039
1.84623,5/14/2021 5:35,44.84,28.36,-71.64,0.000451621
1.85136,5/14/2021 5:40,41.84,41.46,-58.54,-0.000705711
1.86152,5/14/2021 5:45,43.69,71.7,-28.3,-0.000910307
1.85702,5/14/2021 5:50,48.27,59.48,-40.52,-0.001749719
1.86137,5/14/2021 5:55,43.08,71.29,-28.71,-0.001172624
1.86105,5/14/2021 6:00,53.51,70.42,-29.58,-0.00140095
1.85369,5/14/2021 6:05,42.26,52.68,-47.32,-0.001237834
1.84516,5/14/2021 6:10,46.77,33.82,-66.18,-0.000730147
1.8373,5/14/2021 6:15,47.88,7.34,-92.66,-4.36E-05
1.83067,5/14/2021 6:20,45.38,9.7,-90.3,-0.000115028
1.82335,5/14/2021 6:25,50.37,5.14,-94.86,-0.000111327
1.8332,5/14/2021 6:30,52.3,28.39,-71.61,-0.000104607
1.82437,5/14/2021 6:35,48.68,7.55,-92.45,0.000375683
1.82432,5/14/2021 6:40,45.18,7.43,-92.57,0.000997219
1.81657,5/14/2021 6:45,42.64,7.03,-92.97,0.002767792
1.82653,5/14/2021 6:50,45.91,26.74,-73.26,0.00393538
1.83928,5/14/2021 6:55,49.01,51.97,-48.03,0.004083269
1.84176,5/14/2021 7:00,45.93,56.88,-43.12,0.004518429
1.84369,5/14/2021 7:05,45.06,60.7,-39.3,0.003547586
1.85231,5/14/2021 7:10,43.02,77.76,-22.24,0.002108842
1.85978,5/14/2021 7:15,44.91,90.81,-9.19,-0.000109741
1.85662,5/14/2021 7:20,47.39,84.68,-15.32,-0.002568617
1.85808,5/14/2021 7:25,45.92,87.51,-12.49,-0.00529201
1.86388,5/14/2021 7:30,45.79,89.91,-10.09,-0.006592257
1.867,5/14/2021 7:35,49.37,90.66,-9.34,-0.008121911
1.86849,5/14/2021 7:40,47.17,90.2,-9.8,-0.009394556
1.86462,5/14/2021 7:45,53.95,82,-18,-0.010606025
1.85929,5/14/2021 7:50,55.96,73.53,-26.47,-0.010700625
1.86909,5/14/2021 7:55,60.99,88.75,-11.25,-0.010404141
1.86936,5/14/2021 8:00,57.97,86.77,-13.23,-0.009728257
1.871,5/14/2021 8:05,52.01,88.07,-11.93,-0.009173638
1.88413,5/14/2021 8:10,56.31,99.02,-0.98,-0.008608529
1.88539,5/14/2021 8:15,57.18,100,0,-0.007312399
1.8787,5/14/2021 8:20,54.59,78.62,-21.38,-0.00589112
1.88282,5/14/2021 8:25,52.43,70.59,-29.41,-0.004513703
1.8868,5/14/2021 8:30,51.01,79.49,-20.51,-0.002970083
1.89557,5/14/2021 8:35,53.05,98.91,-1.09,-0.001591666
1.88574,5/14/2021 8:40,47.96,72.54,-27.46,-0.000335897
1.87913,5/14/2021 8:45,45.89,54.81,-45.19,0.00093119
1.88282,5/14/2021 8:50,48.37,64.71,-35.29,0.001346136
1.87758,5/14/2021 8:55,44.42,50.66,-49.34,0.002733427
1.87553,5/14/2021 9:00,43.83,43.45,-56.55,0.003597643
1.86868,5/14/2021 9:05,41.28,22.29,-77.71,0.004206686
1.86497,5/14/2021 9:10,47.34,3.58,-96.42,0.005670356
1.87767,5/14/2021 9:15,50.83,43.07,-56.93,0.006405951
1.8712,5/14/2021 9:20,44.99,22.95,-77.05,0.006436123
1.8678,5/14/2021 9:25,41.43,17.26,-82.74,0.006566222
1.87202,5/14/2021 9:30,41.96,29.65,-70.35,0.006857589
1.88062,5/14/2021 9:35,41.78,55.49,-44.51,0.007235464
1.87657,5/14/2021 9:40,44.39,43.47,-56.53,0.006795201
1.88298,5/14/2021 9:45,48.21,65.42,-34.58,0.00551566
1.89456,5/14/2021 9:50,52.33,99.97,-0.03,0.0041111
1.89834,5/14/2021 9:55,50.59,86.88,-13.12,0.002573735
1.88673,5/14/2021 10:00,45.92,59.18,-40.82,0.001794776
1.89163,5/14/2021 10:05,45.31,70.87,-29.13,0.000113699
1.88969,5/14/2021 10:10,47.43,66.25,-33.75,-0.001484786
1.88693,5/14/2021 10:15,49.15,59.66,-40.34,-0.001743266
1.88131,5/14/2021 10:20,48.64,46.25,-53.75,-0.002453998
1.87941,5/14/2021 10:25,47.71,41.72,-58.28,-0.003139132
1.87667,5/14/2021 10:30,51.85,35.19,-64.81,-0.003007346
1.8735,5/14/2021 10:35,55.07,23.71,-76.29,-0.0021981
1.87216,5/14/2021 10:40,57.12,3.83,-96.17,-0.001845857
1.8729,5/14/2021 10:45,61.35,6.07,-93.93,-0.001312715
1.88288,5/14/2021 10:50,63.5,36.37,-63.63,-9.53E-05
1.87595,5/14/2021 10:55,60.01,15.33,-84.67,0.001667148
1.887,5/14/2021 11:00,60.05,48.88,-51.12,0.001790737
1.87472,5/14/2021 11:05,59.4,11.61,-88.39,0.002825595
1.88324,5/14/2021 11:10,66.13,43.28,-56.72,0.003169486
1.8767,5/14/2021 11:15,69.78,22.04,-77.96,0.003659659
1.87691,5/14/2021 11:20,70.56,27.12,-72.88,0.003748936
1.8719,5/14/2021 11:25,70.45,17.09,-82.91,0.003348764
1.869,5/14/2021 11:30,71.41,15.98,-84.02,0.003034061
1.87033,5/14/2021 11:35,68,22.18,-77.82,0.002582015
1.87216,5/14/2021 11:40,67.46,29.1,-70.9,0.001966795
1.8696,5/14/2021 11:45,69.15,19.43,-80.57,0.001228793
1.86767,5/14/2021 11:50,69.71,12.13,-87.87,0.001607106
1.8649,5/14/2021 11:55,68.87,5.21,-94.79,0.001352782
1.8543,5/14/2021 12:00,63.84,1.59,-98.41,0.002047978
1.85645,5/14/2021 12:05,60.47,7.36,-92.64,0.001579075
1.85276,5/14/2021 12:10,54.59,0,-100,0.002341149
1.85748,5/14/2021 12:15,53.48,14.62,-85.38,0.002187172
1.8594,5/14/2021 12:20,41.02,20.57,-79.43,0.00204682
1.85984,5/14/2021 12:25,43.15,28.37,-71.63,0.001579991
1.87538,5/14/2021 12:30,55.97,90.62,-9.38,0.000458245
1.8669,5/14/2021 12:35,54.32,60.9,-39.1,2.56E-05
1.86913,5/14/2021 12:40,51.08,70.5,-29.5,-0.000219932
1.86172,5/14/2021 12:45,50.1,38.59,-61.41,-0.000116194
1.86946,5/14/2021 12:50,51.35,73.83,-26.17,-0.00045095
1.88,5/14/2021 12:55,52.7,97.67,-2.33,-0.001271605
1.86939,5/14/2021 13:00,46.64,54.36,-45.64,-0.002655048
1.86694,5/14/2021 13:05,46.74,46.36,-53.64,-0.003314185
1.871,5/14/2021 13:10,49.05,59.63,-40.37,-0.004655589
1.88065,5/14/2021 13:15,52.41,80.93,-19.07,-0.005458884
1.87983,5/14/2021 13:20,55.37,76.4,-23.6,-0.00621138
1.89268,5/14/2021 13:25,59.89,100,0,-0.007020314
1.90842,5/14/2021 13:30,63.92,100,0,-0.007053981
1.91435,5/14/2021 13:35,60.15,93.02,-6.98,-0.007638034
1.92387,5/14/2021 13:40,59,97.07,-2.93,-0.008188849
1.93046,5/14/2021 13:45,58.68,88.31,-11.69,-0.009522551
1.92128,5/14/2021 13:50,57.47,76.44,-23.56,-0.009735354
1.93347,5/14/2021 13:55,59.22,92.07,-7.93,-0.009533069
1.9194,5/14/2021 14:00,54.32,73.86,-26.14,-0.009457076
1.91902,5/14/2021 14:05,57.83,73.37,-26.63,-0.009414558
1.91285,5/14/2021 14:10,58.73,65.42,-34.58,-0.008447039
1.91085,5/14/2021 14:15,58.61,62.25,-37.75,-0.006791968
1.91407,5/14/2021 14:20,57.82,63.42,-36.58,-0.00541051
1.90605,5/14/2021 14:25,55.43,48.02,-51.98,-0.003135565
1.9179,5/14/2021 14:30,52.88,62.85,-37.15,-0.000695615
1.90825,5/14/2021 14:35,50.5,36.75,-63.25,0.002121624
1.90558,5/14/2021 14:40,42.57,11.09,-88.91,0.004733604
1.91151,5/14/2021 14:45,39.6,26.56,-73.44,0.007347444
1.91435,5/14/2021 14:50,33.48,33.97,-66.03,0.008474071
1.91095,5/14/2021 14:55,34.97,26.16,-73.84,0.0104987
1.91866,5/14/2021 15:00,36.14,47.13,-52.87,0.010441786
1.92309,5/14/2021 15:05,30.77,67.87,-32.13,0.009546772
1.91926,5/14/2021 15:10,35.51,62.19,-37.81,0.0086475
1.92177,5/14/2021 15:15,33.54,70.9,-29.1,0.007592046
1.94061,5/14/2021 15:20,42.35,84.49,-15.51,0.006014844
1.93389,5/14/2021 15:25,40.3,70.04,-29.96,0.004027363
1.93056,5/14/2021 15:30,43.96,62.87,-37.13,0.003475491
1.92437,5/14/2021 15:35,46.74,49.56,-50.44,0.002173211
1.92912,5/14/2021 15:40,42.18,59.78,-40.22,0.000377685
1.91595,5/14/2021 15:45,41.79,31.45,-68.55,-0.000309274
1.91377,5/14/2021 15:50,46.78,16.15,-83.85,-0.000843769
1.91506,5/14/2021 15:55,47.04,19.33,-80.67,-0.001715509
1.9098,5/14/2021 16:00,48.95,6.38,-93.62,-0.001254321
1.9101,5/14/2021 16:05,44.95,17.41,-82.59,-0.000874937
1.90784,5/14/2021 16:10,46.15,12.46,-87.54,-0.000258029
1.91551,5/14/2021 16:15,46.55,29.25,-70.75,0.000295583
1.91248,5/14/2021 16:20,46.69,22.62,-77.38,0.002521116
1.90613,5/14/2021 16:25,48.81,11.69,-88.31,0.004182021
1.91285,5/14/2021 16:30,36.84,30.48,-69.52,0.00494674
1.89266,5/14/2021 16:35,30.34,0,-100,0.006135903
1.89244,5/14/2021 16:40,29.64,5.44,-94.56,0.006939865
1.90257,5/14/2021 16:45,37.13,28.01,-71.99,0.006496071
1.90565,5/14/2021 16:50,41.34,42.71,-57.29,0.005779804
1.90753,5/14/2021 16:55,42.04,52.17,-47.83,0.004861813
1.91115,5/14/2021 17:00,40.31,62.95,-37.05,0.003302371
1.90543,5/14/2021 17:05,41.87,45.92,-54.08,0.002394778
1.90549,5/14/2021 17:10,38.94,46.1,-53.9,0.00127059
1.89693,5/14/2021 17:15,41.62,20.63,-79.37,0.001098013
1.89863,5/14/2021 17:20,37.82,25.68,-74.32,0.000940488
1.90077,5/14/2021 17:25,36.03,39.84,-60.16,0.000331896
1.9,5/14/2021 17:30,34.64,39.31,-60.69,-0.000253053
1.90178,5/14/2021 17:35,29.36,46.31,-53.69,-0.002045294
1.90396,5/14/2021 17:40,30.04,54.87,-45.13,-0.003552404
1.89845,5/14/2021 17:45,37.63,33.22,-66.78,-0.003682816
1.89365,5/14/2021 17:50,37.54,9.09,-90.91,-0.003463675
1.89628,5/14/2021 17:55,38.49,20.07,-79.93,-0.002753159
1.89817,5/14/2021 18:00,39.96,27.95,-72.05,-0.001734776
1.89664,5/14/2021 18:05,41.83,21.57,-78.43,-0.001136774
1.89665,5/14/2021 18:10,42.49,23.46,-76.54,-0.000397368
1.89996,5/14/2021 18:15,47.98,42.79,-57.21,-0.000514993
1.90725,5/14/2021 18:20,54.13,79.54,-20.46,-0.000870549
1.89394,5/14/2021 18:25,50.54,12.45,-87.55,-0.000937448
1.90717,5/14/2021 18:30,58.09,79.13,-20.87,-0.001529168
1.90085,5/14/2021 18:35,57.91,47.28,-52.72,-0.001471013
1.91265,5/14/2021 18:40,60.56,76.61,-23.39,-0.001917943
1.92319,5/14/2021 18:45,64.94,84.62,-15.38,-0.002367676
1.91955,5/14/2021 18:50,65.22,74.68,-25.32,-0.002919329
1.91986,5/14/2021 18:55,68.88,75.53,-24.47,-0.003485658
1.91222,5/14/2021 19:00,66.73,54.66,-45.34,-0.003639653
1.9079,5/14/2021 19:05,63.79,42.86,-57.14,-0.003779451
1.90094,5/14/2021 19:10,60.98,23.85,-76.15,-0.003691091
1.90559,5/14/2021 19:15,57.76,36.55,-63.45,-0.003352745
1.89852,5/14/2021 19:20,55.01,17.24,-82.76,-0.002156505
1.90254,5/14/2021 19:25,53.98,28.22,-71.78,-0.001946386
1.90974,5/14/2021 19:30,53.72,47.88,-52.12,-0.001143895
1.92009,5/14/2021 19:35,56.31,75.96,-24.04,-0.001443554
1.91958,5/14/2021 19:40,55.85,71.72,-28.28,-0.000870839
1.91744,5/14/2021 19:45,56.75,65.17,-34.83,0.000385976
1.9161,5/14/2021 19:50,56.81,61.07,-38.93,0.001128934
1.91826,5/14/2021 19:55,54.95,69.75,-30.25,0.001830069
1.93749,5/14/2021 20:00,64.56,99.98,-0.02,0.001211185
1.93815,5/14/2021 20:05,58.6,84.25,-15.75,0.000253232
1.94589,5/14/2021 20:10,59.43,93.2,-6.8,-0.001548799
1.95268,5/14/2021 20:15,62.09,96.57,-3.43,-0.002988891
1.95148,5/14/2021 20:20,68.68,89.79,-10.21,-0.004804851
1.92943,5/14/2021 20:25,56.53,54.01,-45.99,-0.005281234
1.92407,5/14/2021 20:30,57.09,42.84,-57.16,-0.005016377
1.92546,5/14/2021 20:35,57.31,40.63,-59.37,-0.003439314
1.95733,5/14/2021 20:40,64.72,99.08,-0.92,-0.003609425
1.97307,5/14/2021 20:45,66.6,89.71,-10.29,-0.004261051
1.95884,5/14/2021 20:50,59.67,68.58,-31.42,-0.004743168
1.94482,5/14/2021 20:55,56.24,47.76,-52.24,-0.004880809
1.97,5/14/2021 21:00,56.58,84.41,-15.59,-0.004515855
1.97751,5/14/2021 21:05,51.95,96.01,-3.99,-0.004582881
1.9674,5/14/2021 21:10,50.69,79.8,-20.2,-0.003416442
1.98696,5/14/2021 21:15,53.93,100,0,-0.002476467
1.97707,5/14/2021 21:20,56.73,83.28,-16.72,-0.000928036
1.97624,5/14/2021 21:25,61.23,82.12,-17.88,-0.001363672
1.98137,5/14/2021 21:30,60.95,89.31,-10.69,-0.002234313
1.9786,5/14/2021 21:35,66.85,85.43,-14.57,-0.003051214
1.97079,5/14/2021 21:40,67.06,74.49,-25.51,-0.001427593
1.96766,5/14/2021 21:45,71.08,62.81,-37.19,0.000911615
1.96083,5/14/2021 21:50,69.58,46.77,-53.23,0.002114602
1.96308,5/14/2021 21:55,64.64,51.02,-48.98,0.002140845
1.96266,5/14/2021 22:00,69.93,50.23,-49.77,0.004090712
1.97372,5/14/2021 22:05,72.69,71.13,-28.87,0.00590388
1.994,5/14/2021 22:10,70.39,99.25,-0.75,0.005096787
1.9942,5/14/2021 22:15,67.04,90.57,-9.43,0.005537002
1.99631,5/14/2021 22:20,67.39,92.16,-7.84,0.00455531
1.99776,5/14/2021 22:25,65.33,95.07,-4.93,0.003320691
1.99373,5/14/2021 22:30,67.59,85.32,-14.68,0.002928179
1.99753,5/14/2021 22:35,64.93,94.35,-5.65,0.003025401
1.99315,5/14/2021 22:40,62.93,83.77,-16.23,0.002812011
1.99133,5/14/2021 22:45,59.46,79.38,-20.62,0.002570465
1.997,5/14/2021 22:50,64.8,93.07,-6.93,0.000715357
2.0252,5/14/2021 22:55,74.79,92.48,-7.52,-0.002476249
2.03137,5/14/2021 23:00,77.31,90.74,-9.26,-0.004933117
2.02912,5/14/2021 23:05,71.7,82.88,-17.12,-0.00563708
2.00865,5/14/2021 23:10,48.36,56.31,-43.69,-0.004737352
2.02238,5/14/2021 23:15,48.82,68.8,-31.2,-0.004590748
2.0221,5/14/2021 23:20,44.65,64.9,-35.1,-0.003745252
2.01568,5/14/2021 23:25,48.77,54.35,-45.65,-0.003112299
2.0084,5/14/2021 23:30,51.23,42.38,-57.62,-0.002043226
2.00334,5/14/2021 23:35,49.63,34.07,-65.93,-0.000625603
2.00457,5/14/2021 23:40,49.96,36.09,-63.91,-0.000171823
2.01588,5/14/2021 23:45,52.15,54.68,-45.32,-0.000529001
2.0123,5/14/2021 23:50,52.57,48.79,-51.21,-0.000140461
2.00648,5/14/2021 23:55,56.24,39.23,-60.77,0.002671502
2.03457,5/15/2021 0:00,61.27,81.24,-18.76,0.004645908
2.02338,5/15/2021 0:05,55.39,57.63,-42.37,0.006532359
2.02072,5/15/2021 0:10,57.99,52.02,-47.98,0.00666788
2.00551,5/15/2021 0:15,56.71,23.49,-76.51,0.007910669
1.97389,5/15/2021 0:20,53.72,0,-100,0.009469648
1.98748,5/15/2021 0:25,55.09,32.05,-67.95,0.009636842
2.00188,5/15/2021 0:30,59.15,52.11,-47.89,0.008317254
1.97263,5/15/2021 0:35,53.55,11.37,-88.63,0.007691044
1.98353,5/15/2021 0:40,50.03,26.55,-73.45,0.007021695
1.98314,5/15/2021 0:45,50.65,26.01,-73.99,0.007210672
1.97338,5/15/2021 0:50,54.98,12.41,-87.59,0.007743068
1.98235,5/15/2021 0:55,52.54,24.91,-75.09,0.007409249
1.98972,5/15/2021 1:00,48.98,35.17,-64.83,0.008776627
1.99929,5/15/2021 1:05,46.52,48.5,-51.5,0.007943922
2.01229,5/15/2021 1:10,42.22,68.81,-31.19,0.006304358
2.01332,5/15/2021 1:15,44.61,78.78,-21.22,0.003660825
2.01585,5/15/2021 1:20,41.49,93.33,-6.67,-0.000410035
2.01479,5/15/2021 1:25,44.29,91.86,-8.14,-0.003392682
2.01,5/15/2021 1:30,58.44,83.11,-16.89,-0.004580417
2.01006,5/15/2021 1:35,54.1,81.34,-18.66,-0.007315908
2.02489,5/15/2021 1:40,53.7,99.38,-0.62,-0.009030111
2.02663,5/15/2021 1:45,71.49,98.13,-1.87,-0.009972424
2.03918,5/15/2021 1:50,73.92,100,0,-0.011765295
2.06117,5/15/2021 1:55,75.78,94.28,-5.72,-0.013699788
2.06724,5/15/2021 2:00,91.6,88.86,-11.14,-0.014811281
2.08005,5/15/2021 2:05,92.1,91.18,-8.82,-0.015400136
2.07274,5/15/2021 2:10,78.87,83.11,-16.89,-0.015547593
2.0725,5/15/2021 2:15,77.36,81.07,-18.93,-0.014956235
2.09812,5/15/2021 2:20,79.7,98.12,-1.88,-0.015140844
2.08432,5/15/2021 2:25,65.54,83.62,-16.38,-0.014214456
2.0927,5/15/2021 2:30,65.58,92.35,-7.65,-0.012891018
2.08688,5/15/2021 2:35,62.23,86.26,-13.74,-0.011999777
2.07696,5/15/2021 2:40,59.51,75.87,-24.13,-0.010356585
2.11488,5/15/2021 2:45,66.16,98.17,-1.83,-0.009417411
2.12601,5/15/2021 2:50,65.03,96.76,-3.24,-0.008589515
2.12,5/15/2021 2:55,65.78,91.19,-8.81,-0.006080449
2.14643,5/15/2021 3:00,66.95,97.32,-2.68,-0.004219933
2.14789,5/15/2021 3:05,63.15,97.71,-2.29,-0.002212879
2.17381,5/15/2021 3:10,66.79,89.34,-10.66,-0.002420426
2.13513,5/15/2021 3:15,56.59,59.55,-40.45,-0.00153974
2.13789,5/15/2021 3:20,52.72,58.71,-41.29,0.000397479
2.12988,5/15/2021 3:25,58.96,50.15,-49.85,0.001266153
2.15694,5/15/2021 3:30,58.77,72.4,-27.6,0.001304444
2.16319,5/15/2021 3:35,57.4,78.01,-21.99,0.0004949
2.18039,5/15/2021 3:40,58.73,93.47,-6.53,-0.00145958
2.1646,5/15/2021 3:45,53.44,78.39,-21.61,0.000260132
2.14221,5/15/2021 3:50,47.12,57.69,-42.31,0.003069712
2.14681,5/15/2021 3:55,40.04,47.49,-52.51,0.004690506
2.14911,5/15/2021 4:00,38.92,48.16,-51.84,0.007484326
2.13,5/15/2021 4:05,36.84,20.01,-79.99,0.010119671
2.109,5/15/2021 4:10,33.55,0.46,-99.54,0.014922868
2.12361,5/15/2021 4:15,36.3,18.66,-81.34,0.015067717
2.12732,5/15/2021 4:20,30.36,23.28,-76.72,0.015154166
2.12853,5/15/2021 4:25,38.09,24.78,-75.22,0.014045977
2.12778,5/15/2021 4:30,39.21,23.85,-76.15,0.01404451
2.12638,5/15/2021 4:35,33.45,22.1,-77.9,0.014989418
2.13502,5/15/2021 4:40,26.98,32.86,-67.14,0.016322644
2.11899,5/15/2021 4:45,26.92,12.9,-87.1,0.017168456
2.12294,5/15/2021 4:50,24.94,17.82,-82.18,0.016437137
2.10463,5/15/2021 4:55,24.89,19.05,-80.95,0.015882866
2.10381,5/15/2021 5:00,25.04,21.85,-78.15,0.015096817
2.1305,5/15/2021 5:05,36.98,57.57,-42.43,0.01204204
2.13393,5/15/2021 5:10,37.54,70.85,-29.15,0.006600504
2.13755,5/15/2021 5:15,37.99,76.37,-23.63,0.002728279
2.12312,5/15/2021 5:20,39.99,54.36,-45.64,-0.000486768
2.14358,5/15/2021 5:25,43.31,85.57,-14.43,-0.002324918
2.14131,5/15/2021 5:30,48.3,82.11,-17.89,-0.003559423
2.15647,5/15/2021 5:35,47.83,91.88,-8.12,-0.004742213
2.16294,5/15/2021 5:40,47.06,83.8,-16.2,-0.005957123
2.1615,5/15/2021 5:45,53.68,80.87,-19.13,-0.007959037
2.17701,5/15/2021 5:50,56.24,96.97,-3.03,-0.010434491
2.16905,5/15/2021 5:55,59.08,88.35,-11.65,-0.013178499
2.15,5/15/2021 6:00,51.76,67.71,-32.29,-0.014052872
2.15064,5/15/2021 6:05,58.11,66.16,-33.84,-0.012915381
2.14139,5/15/2021 6:10,57.28,49.67,-50.33,-0.011166237
2.13471,5/15/2021 6:15,52.39,20.44,-79.56,-0.008236317
2.13689,5/15/2021 6:20,51.89,24.29,-75.71,-0.005954995
2.15272,5/15/2021 6:25,55.58,52.21,-47.79,-0.00351313
2.1369,5/15/2021 6:30,54.29,24.31,-75.69,-0.001176172
2.129,5/15/2021 6:35,52.62,8,-92,0.001961115
2.11813,5/15/2021 6:40,51.14,0,-100,0.005203176
2.10904,5/15/2021 6:45,45.93,11.33,-88.67,0.007980844
2.10391,5/15/2021 6:50,51.91,4.9,-95.1,0.011235252
2.10923,5/15/2021 6:55,45.74,11.56,-88.44,0.013590289
2.10917,5/15/2021 7:00,36.11,11.53,-88.47,0.013934726
2.13401,5/15/2021 7:05,44.2,49.51,-50.49,0.013634937
2.10478,5/15/2021 7:10,41.66,7.26,-92.74,0.013603442
2.085,5/15/2021 7:15,36.1,18.5,-81.5,0.012690473
2.08894,5/15/2021 7:20,32.84,23.35,-76.65,0.011654978
2.11378,5/15/2021 7:25,36.29,49.38,-50.62,0.010800072
2.10296,5/15/2021 7:30,39.99,38.04,-61.96,0.00985081
2.11601,5/15/2021 7:35,38.3,51.72,-48.28,0.007410907
2.12592,5/15/2021 7:40,37.81,78.3,-21.7,0.004357533
2.12339,5/15/2021 7:45,38.14,76.56,-23.44,0.00066929
2.11562,5/15/2021 7:50,39.71,66.07,-33.93,-0.002756962
2.09156,5/15/2021 7:55,35.31,33.6,-66.4,-0.00412595
2.11482,5/15/2021 8:00,35.83,64.99,-35.01,-0.006556832
2.08025,5/15/2021 8:05,34.65,18.34,-81.66,-0.004925097
2.10217,5/15/2021 8:10,39.02,47.92,-52.08,-0.005540801
2.09264,5/15/2021 8:15,37.23,35.06,-64.94,-0.006855698
2.11309,5/15/2021 8:20,41.03,62.66,-37.34,-0.008056371
2.11672,5/15/2021 8:25,42.68,62.15,-37.85,-0.007125277
2.12346,5/15/2021 8:30,43.42,72.76,-27.24,-0.007509841
2.11289,5/15/2021 8:35,43.88,56.12,-43.88,-0.007111102
2.11703,5/15/2021 8:40,43.53,62.64,-37.36,-0.005595312
2.10577,5/15/2021 8:45,45.41,44.91,-55.09,-0.003863098
2.12896,5/15/2021 8:50,51.43,81.42,-18.58,-0.003205075
2.12983,5/15/2021 8:55,46.23,89.99,-10.01,-0.004157106
2.15502,5/15/2021 9:00,44.82,92.61,-7.39,-0.004267787
2.17097,5/15/2021 9:05,49.07,97.47,-2.53,-0.007950443
2.1651,5/15/2021 9:10,50.92,91.37,-8.63,-0.009300559
2.1552,5/15/2021 9:15,62.31,79.71,-20.29,-0.01171647
2.14764,5/15/2021 9:20,63.65,68.64,-31.36,-0.010967267
2.13768,5/15/2021 9:25,69.62,55.96,-44.04,-0.008740305
2.13441,5/15/2021 9:30,69.24,49.9,-50.1,-0.005985133
2.15712,5/15/2021 9:35,72.88,79.08,-20.92,-0.005939578
2.1649,5/15/2021 9:40,73.57,89.08,-10.92,-0.005568353
2.18902,5/15/2021 9:45,75.72,99.68,-0.32,-0.00741581
2.1786,5/15/2021 9:50,75.15,83.04,-16.96,-0.007585845
2.19583,5/15/2021 9:55,76.42,95.6,-4.4,-0.00840136
2.17109,5/15/2021 10:00,66.64,62.95,-37.05,-0.006284565
2.17123,5/15/2021 10:05,72.12,63.12,-36.88,-0.002392269
2.15107,5/15/2021 10:10,67.4,37.29,-62.71,0.000766149
2.14646,5/15/2021 10:15,67.66,31.38,-68.62,0.004366685
2.15883,5/15/2021 10:20,65.5,47.23,-52.77,0.005574852
2.12538,5/15/2021 10:25,57.6,9.19,-90.81,0.007388133
2.14476,5/15/2021 10:30,56.25,35.33,-64.67,0.00677301
2.14435,5/15/2021 10:35,50.55,34.85,-65.15,0.007458939
2.14499,5/15/2021 10:40,44.5,35.6,-64.4,0.007927124
2.13655,5/15/2021 10:45,43.6,25.72,-74.28,0.010693556
2.1525,5/15/2021 10:50,46.58,44.39,-55.61,0.011661258
2.1565,5/15/2021 10:55,39.34,49.08,-50.92,0.014023677
2.16366,5/15/2021 11:00,36.58,57.46,-42.54,0.013256008
2.16175,5/15/2021 11:05,38,58.09,-41.91,0.012466387
2.1492,5/15/2021 11:10,41.35,46.76,-53.24,0.009850176
2.15517,5/15/2021 11:15,38.31,69.89,-30.11,0.006154792
2.13873,5/15/2021 11:20,39.11,41.58,-58.42,0.004617306
2.13205,5/15/2021 11:25,37.76,30.08,-69.92,0.001408781
2.12268,5/15/2021 11:30,35.94,13.95,-86.05,0.001017238
2.13909,5/15/2021 11:35,45.22,42.2,-57.8,0.000577597
2.14297,5/15/2021 11:40,39.45,41.07,-58.93,0.000669419
2.14739,5/15/2021 11:45,41.97,49.84,-50.16,-0.000656056
2.15858,5/15/2021 11:50,44.94,72.05,-27.95,-0.001145584
2.1604,5/15/2021 11:55,41.94,75.66,-24.34,-0.002161221
2.15843,5/15/2021 12:00,42.12,71.75,-28.25,-0.002200742
2.1562,5/15/2021 12:05,45.87,67.33,-32.67,-0.002771465
2.17518,5/15/2021 12:10,52.52,97.03,-2.97,-0.004225378
2.18374,5/15/2021 12:15,49.55,100,0,-0.005262202
2.18835,5/15/2021 12:20,49.04,93.23,-6.77,-0.006745478
2.19407,5/15/2021 12:25,47.45,88.11,-11.89,-0.008438829
2.22517,5/15/2021 12:30,57.84,91.19,-8.81,-0.01226214
2.23932,5/15/2021 12:35,59.94,89.96,-10.04,-0.013706573
2.23031,5/15/2021 12:40,71.31,82.98,-17.02,-0.014885184
2.24685,5/15/2021 12:45,71.2,95.47,-4.53,-0.015976681
2.26004,5/15/2021 12:50,72.53,91.99,-8.01,-0.01642212
2.26477,5/15/2021 12:55,72.55,93.05,-6.95,-0.016407873
2.24264,5/15/2021 13:00,57.58,75.25,-24.75,-0.015995721
2.2644,5/15/2021 13:05,60.15,92.74,-7.26,-0.016659364
