opentime,open,high,low,close,volume,closetime,qav,trades,tbbav,tbqav,ignore
2020-03-01 17:30:00,8469.05000000,8487.85000000,8469.05000000,8484.90000000,0.10400900,2020-03-01 17:34:59.999000,882.66232461,4,0.00000000,0.00000000,0
2020-03-01 17:35:00,8473.85000000,8496.23000000,8473.85000000,8496.23000000,0.17034700,2020-03-01 17:39:59.999000,1446.82255805,4,0.00000000,0.00000000,0
2020-03-01 17:40:00,8492.54000000,8492.54000000,8492.54000000,8492.54000000,0.06000000,2020-03-01 17:44:59.999000,509.55240000,1,0.06000000,509.55240000,0
2020-03-01 17:45:00,8499.45000000,8499.45000000,8499.45000000,8499.45000000,0.00149800,2020-03-01 17:49:59.999000,12.73217610,1,0.00149800,12.73217610,0
2020-03-01 17:50:00,8489.49000000,8489.49000000,8484.97000000,8487.99000000,0.10678100,2020-03-01 17:54:59.999000,906.36031849,5,0.02593200,220.14945468,0
2020-03-01 17:55:00,8487.99000000,8487.99000000,8487.99000000,8487.99000000,0.00000000,2020-03-01 17:59:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:00:00,8487.99000000,8487.99000000,8487.99000000,8487.99000000,0.00000000,2020-03-01 18:04:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:05:00,8502.02000000,8503.17000000,8502.02000000,8503.17000000,0.01045400,2020-03-01 18:09:59.999000,88.88352338,3,0.01045400,88.88352338,0
2020-03-01 18:10:00,8503.17000000,8503.17000000,8503.17000000,8503.17000000,0.00000000,2020-03-01 18:14:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:15:00,8503.17000000,8503.17000000,8503.17000000,8503.17000000,0.00000000,2020-03-01 18:19:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:20:00,8503.17000000,8503.17000000,8503.17000000,8503.17000000,0.00000000,2020-03-01 18:24:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:25:00,8474.40000000,8474.40000000,8472.64000000,8472.64000000,0.72970400,2020-03-01 18:29:59.999000,6183.23778360,3,0.00000000,0.00000000,0
2020-03-01 18:30:00,8490.15000000,8490.15000000,8490.15000000,8490.15000000,0.00235800,2020-03-01 18:34:59.999000,20.01977370,1,0.00235800,20.01977370,0
2020-03-01 18:35:00,8474.29000000,8474.29000000,8474.29000000,8474.29000000,0.74561500,2020-03-01 18:39:59.999000,6318.55773835,1,0.74561500,6318.55773835,0
2020-03-01 18:40:00,8474.29000000,8474.29000000,8474.29000000,8474.29000000,0.00000000,2020-03-01 18:44:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 18:45:00,8475.26000000,8475.52000000,8475.26000000,8475.52000000,0.01966200,2020-03-01 18:49:59.999000,166.64247156,3,0.01966200,166.64247156,0
2020-03-01 18:50:00,8465.69000000,8465.69000000,8463.85000000,8463.85000000,0.02642700,2020-03-01 18:54:59.999000,223.71278371,3,0.00000000,0.00000000,0
2020-03-01 18:55:00,8465.92000000,8465.92000000,8461.14000000,8461.14000000,0.29054900,2020-03-01 18:59:59.999000,2458.51486388,3,0.00000000,0.00000000,0
2020-03-01 19:00:00,8444.26000000,8445.00000000,8428.70000000,8436.73000000,3.03659300,2020-03-01 19:04:59.999000,25618.86414003,33,1.45831400,12302.79427566,0
2020-03-01 19:05:00,8445.00000000,8502.15000000,8445.00000000,8493.48000000,0.68408400,2020-03-01 19:09:59.999000,5800.16147802,12,0.36279100,3072.14561655,0
2020-03-01 19:10:00,8497.62000000,8497.62000000,8478.48000000,8478.48000000,0.06878600,2020-03-01 19:14:59.999000,584.28117580,3,0.00000000,0.00000000,0
2020-03-01 19:15:00,8483.73000000,8490.07000000,8480.42000000,8490.07000000,1.10636900,2020-03-01 19:19:59.999000,9392.41207973,5,1.05392100,8947.53510432,0
2020-03-01 19:20:00,8492.65000000,8492.65000000,8492.65000000,8492.65000000,0.01060200,2020-03-01 19:24:59.999000,90.03907530,1,0.01060200,90.03907530,0
2020-03-01 19:25:00,8492.65000000,8492.65000000,8492.65000000,8492.65000000,0.00000000,2020-03-01 19:29:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 19:30:00,8520.06000000,8520.06000000,8520.06000000,8520.06000000,0.00156800,2020-03-01 19:34:59.999000,13.35945408,1,0.00156800,13.35945408,0
2020-03-01 19:35:00,8505.20000000,8505.71000000,8497.61000000,8505.71000000,0.12992000,2020-03-01 19:39:59.999000,1104.72043117,22,0.12992000,1104.72043117,0
2020-03-01 19:40:00,8505.71000000,8505.71000000,8505.71000000,8505.71000000,0.00000000,2020-03-01 19:44:59.999000,0.00000000,0,0.00000000,0.00000000,0
2020-03-01 19:45:00,8519.41000000,8519.41000000,8519.41000000,8519.41000000,0.06000000,2020-03-01 19:49:59.999000,511.16460000,1,0.00000000,0.00000000,0
